dataset,clip_id,t,k,latent_l2_drift,cosine_distance,normalized_l2,ensemble_variance,effective_rank,mahalanobis,ebid_entropy,pixel_error
kinetics_mini,train/bowling/-7sTNNI1Bcg_000075_000085,8,16,1380.7554931640625,0.4523346424102783,0.9071378707885742,2.3284354028874077e-05,4.426205158233643,489020.8125,1.4875426292419434,0.22050277888774872
kinetics_mini,train/bowling/-7sTNNI1Bcg_000075_000085,8,32,1319.8533935546875,0.4748852849006653,0.9054503440856934,2.476081863278523e-05,4.433738708496094,196824.34375,1.4892431497573853,0.22123420238494873
kinetics_mini,train/bowling/-A3CcrEtLpM_000000_000010,8,2,1011.5103149414062,0.5831406116485596,0.9208231568336487,1.3600043530459516e-05,4.447171211242676,386724.28125,1.4922682046890259,0.40518808364868164
kinetics_mini,train/bowling/-A3CcrEtLpM_000000_000010,8,4,1004.8828125,0.5523284673690796,0.9147897958755493,8.857669854478445e-06,4.442956924438477,379453.03125,1.4913201332092285,0.43427538871765137
kinetics_mini,train/bowling/-A3CcrEtLpM_000000_000010,8,8,1348.12890625,0.4142873287200928,0.9018919467926025,8.737571988604032e-06,4.379853248596191,119077.328125,1.4770152568817139,0.473839670419693
kinetics_mini,train/bowling/-A3CcrEtLpM_000000_000010,8,16,1389.0897216796875,0.4668721556663513,0.9189937114715576,8.398863428737968e-06,4.42988920211792,1143328.0,1.4883745908737183,0.4163108766078949
kinetics_mini,train/bowling/-A3CcrEtLpM_000000_000010,8,32,1396.808349609375,0.6305497884750366,0.9477070569992065,7.205965175671736e-06,4.452385425567627,966405.1875,1.49344003200531,0.3921942710876465
kinetics_mini,train/bowling/-HtSfbgCm10_000040_000050,8,2,1444.1082763671875,0.45333367586135864,0.9045032262802124,4.7809160605538636e-05,4.484736919403076,414292.0,1.500679850578308,0.28640663623809814
kinetics_mini,train/bowling/-HtSfbgCm10_000040_000050,8,4,1444.42724609375,0.4814354181289673,0.9101368188858032,4.093002644367516e-05,4.446660995483398,49005.265625,1.492153525352478,0.2953471541404724
kinetics_mini,train/bowling/-HtSfbgCm10_000040_000050,8,8,1433.870361328125,0.48254072666168213,0.9089533686637878,4.641698251361959e-05,4.428861141204834,654935.1875,1.488142490386963,0.3009835481643677
kinetics_mini,train/bowling/-HtSfbgCm10_000040_000050,8,16,1458.4610595703125,0.5112592577934265,0.917946457862854,3.92371293855831e-05,4.460268497467041,22385.19140625,1.495208978652954,0.29965031147003174
kinetics_mini,train/bowling/-HtSfbgCm10_000040_000050,8,32,1469.9259033203125,0.5170667767524719,0.9189261198043823,3.34361320710741e-05,4.596714973449707,28139.9296875,1.5253418684005737,0.3031359314918518
kinetics_mini,train/bowling/-ID7HUQnT5g_000010_000020,8,2,1309.9603271484375,0.4613337516784668,0.8998611569404602,5.8727724535856396e-05,4.4805192947387695,555958.3125,1.4997389316558838,0.31915491819381714
kinetics_mini,train/bowling/-ID7HUQnT5g_000010_000020,8,4,1332.5135498046875,0.48346149921417236,0.9069926142692566,5.327167673385702e-05,4.444035530090332,518013.84375,1.491562843322754,0.3232930898666382
kinetics_mini,train/bowling/-ID7HUQnT5g_000010_000020,8,8,1326.6611328125,0.44774216413497925,0.8990118503570557,4.495023313211277e-05,4.459628105163574,187803.171875,1.4950653314590454,0.32653549313545227
kinetics_mini,train/bowling/-ID7HUQnT5g_000010_000020,8,16,1369.1865234375,0.523068904876709,0.9187535047531128,3.4583186788950115e-05,4.510635852813721,196756.9375,1.506438136100769,0.3967336118221283
kinetics_mini,train/bowling/-ID7HUQnT5g_000010_000020,8,32,1397.5535888671875,0.52864670753479,0.9204731583595276,3.1103656510822475e-05,4.446194648742676,265443.5625,1.4920486211776733,0.3118269741535187
