dataset,clip_id,t,k,latent_l2_drift,cosine_distance,normalized_l2,ensemble_variance,effective_rank,mahalanobis,ebid_entropy,pixel_error
kinetics_mini,train/high_jump/-xQtkrkZSJ0_000006_000016,8,32,634.0990600585938,0.3709576725959778,0.8181750774383545,0.013617057353258133,4.479062080383301,106569.890625,1.4994136095046997,0.22888532280921936
kinetics_mini,train/marching/-0kVxoFuMGQ_000622_000632,8,2,468.2590637207031,0.20779931545257568,0.6220439076423645,0.013151191174983978,4.475051403045654,6544.0458984375,1.4985178709030151,0.2695406675338745
kinetics_mini,train/marching/-0kVxoFuMGQ_000622_000632,8,4,535.5103759765625,0.2717742919921875,0.707253634929657,0.013447395525872707,4.475314140319824,8012.1171875,1.4985765218734741,0.274446576833725
kinetics_mini,train/marching/-0kVxoFuMGQ_000622_000632,8,8,614.2987060546875,0.36418819427490234,0.8193961381912231,0.013840210624039173,4.475371837615967,103602.25,1.4985893964767456,0.28356263041496277
kinetics_mini,train/marching/-0kVxoFuMGQ_000622_000632,8,16,702.9125366210938,0.48074400424957275,0.9432487487792969,0.014179232530295849,4.476618766784668,86059.7890625,1.4988679885864258,0.2995954155921936
kinetics_mini,train/marching/-0kVxoFuMGQ_000622_000632,8,32,631.67041015625,0.3902056813240051,0.8545674681663513,0.014180786907672882,4.480982303619385,30259.662109375,1.4998422861099243,0.2871754765510559
kinetics_mini,train/marching/-2KG4xiBL1s_000005_000015,8,2,277.32879638671875,0.06818324327468872,0.3650239408016205,0.012754385359585285,4.475905418395996,10136.171875,1.4987086057662964,0.3071747422218323
kinetics_mini,train/marching/-2KG4xiBL1s_000005_000015,8,4,317.0726318359375,0.08943551778793335,0.41684791445732117,0.01292423252016306,4.4750847816467285,3978.78271484375,1.4985252618789673,0.3112105429172516
kinetics_mini,train/marching/-2KG4xiBL1s_000005_000015,8,8,374.4888610839844,0.12633609771728516,0.49296706914901733,0.013198995031416416,4.478993892669678,19330.560546875,1.4993984699249268,0.32091233134269714
kinetics_mini,train/marching/-2KG4xiBL1s_000005_000015,8,16,435.8769226074219,0.17351728677749634,0.576076328754425,0.013505053706467152,4.476423263549805,16089.9931640625,1.4988243579864502,0.32600924372673035
kinetics_mini,train/marching/-2KG4xiBL1s_000005_000015,8,32,488.2991027832031,0.21964383125305176,0.6468052864074707,0.013747699558734894,4.474401473999023,596.0,1.4983725547790527,0.3324366807937622
