dataset,clip_id,mode,epsilon,j,entropy,pixel_error
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.4,32,1.9180294275283813,0.23471122980117798
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,2,2.3655734062194824,0.23414257168769836
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,4,2.2827835083007812,0.23219411075115204
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,6,2.218797206878662,0.23417431116104126
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,8,2.1915860176086426,0.23246030509471893
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,12,2.245549201965332,0.23432616889476776
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,16,2.016401767730713,0.23279540240764618
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,24,1.958072543144226,0.23166649043560028
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,pure,0.8,32,1.9121835231781006,0.2351999282836914
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,2,2.3365375995635986,0.23278619349002838
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,4,2.3071675300598145,0.2302098423242569
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,6,2.2621004581451416,0.23394429683685303
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,8,2.210209846496582,0.23191332817077637
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,12,2.2185802459716797,0.23313166201114655
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,16,2.0711331367492676,0.23139670491218567
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,24,2.0346360206604004,0.2316037118434906
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.0,32,2.0004630088806152,0.23186856508255005
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,2,2.3367555141448975,0.2327921986579895
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,4,2.3077290058135986,0.23015515506267548
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,6,2.2618114948272705,0.23382562398910522
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,8,2.209920644760132,0.2317902147769928
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,12,2.218231201171875,0.23310452699661255
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,16,2.070155143737793,0.23133444786071777
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,24,2.034008502960205,0.23152117431163788
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.05,32,1.9994940757751465,0.23172570765018463
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,2,2.3364548683166504,0.2332240343093872
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,4,2.3062257766723633,0.2305937558412552
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,6,2.2596828937530518,0.23424029350280762
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,8,2.207869052886963,0.2321760058403015
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,12,2.217362880706787,0.23362843692302704
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,16,2.069445848464966,0.23176950216293335
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,24,2.0327963829040527,0.23190641403198242
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.1,32,1.9994516372680664,0.2320576012134552
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,2,2.339449882507324,0.23282213509082794
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,4,2.3070855140686035,0.2300901859998703
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,6,2.262171983718872,0.23378120362758636
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,8,2.209578514099121,0.23177464306354523
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,12,2.221637725830078,0.23322393000125885
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,16,2.0709052085876465,0.2313452661037445
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,24,2.035341262817383,0.23159073293209076
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.2,32,2.001051425933838,0.23169313371181488
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,2,2.3547329902648926,0.23229087889194489
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,4,2.323685646057129,0.22986312210559845
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,6,2.2724862098693848,0.23355431854724884
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,8,2.221139430999756,0.23148705065250397
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,12,2.2368321418762207,0.2325592339038849
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,16,2.0850272178649902,0.23087768256664276
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,24,2.046276569366455,0.2311307042837143
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.4,32,2.0092029571533203,0.23150669038295746
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,2,2.310649871826172,0.2348787635564804
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,4,2.264402389526367,0.2326323688030243
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,6,2.238229274749756,0.23512770235538483
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,8,2.1894371509552,0.23314478993415833
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,12,2.1936702728271484,0.23564204573631287
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,16,2.039114236831665,0.23332594335079193
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,24,2.012655735015869,0.2332749366760254
kinetics_mini,train/archery/-1q7jA3DXQM_000005_000015,corrected,0.8,32,1.9830775260925293,0.2329595386981964
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,2,2.3540964126586914,0.2877967655658722
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,4,2.273261547088623,0.2879641652107239
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,6,2.204136610031128,0.289065957069397
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,8,2.1641483306884766,0.29234686493873596
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,12,2.266352653503418,0.289488285779953
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,16,2.1457359790802,0.29042232036590576
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,24,2.212291717529297,0.2884589433670044
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.0,32,2.1806037425994873,0.2894041836261749
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,2,2.353966236114502,0.2877931296825409
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,4,2.273143768310547,0.2879752516746521
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,6,2.203897476196289,0.28908053040504456
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,8,2.1639769077301025,0.29236137866973877
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,12,2.2661845684051514,0.28949174284935
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,16,2.1456093788146973,0.2904343903064728
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,24,2.212148666381836,0.2884671986103058
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.05,32,2.1805243492126465,0.2894096374511719
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,2,2.3543920516967773,0.28782206773757935
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,4,2.2740087509155273,0.2880256474018097
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,6,2.2046685218811035,0.2891099750995636
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,8,2.1645774841308594,0.2923937737941742
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,12,2.2668771743774414,0.2895243763923645
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,16,2.1465253829956055,0.29046881198883057
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,24,2.2124814987182617,0.28850480914115906
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.1,32,2.1805315017700195,0.2894335687160492
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,2,2.354031562805176,0.28778114914894104
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,4,2.272817611694336,0.2880404591560364
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,6,2.204071521759033,0.2891126275062561
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,8,2.1637487411499023,0.29240018129348755
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,12,2.2660670280456543,0.28946611285209656
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,16,2.1447832584381104,0.2904621660709381
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,24,2.2119204998016357,0.2885282337665558
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.2,32,2.1809439659118652,0.28945937752723694
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,2,2.352354049682617,0.2880234718322754
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,4,2.2721152305603027,0.2881599962711334
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,6,2.204159736633301,0.2891579866409302
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,8,2.1640570163726807,0.2924434244632721
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,12,2.2651400566101074,0.28965264558792114
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,16,2.1445975303649902,0.29050886631011963
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,24,2.21220064163208,0.28854015469551086
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.4,32,2.1810672283172607,0.2894771099090576
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,2,2.3511457443237305,0.2882011830806732
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,4,2.269716739654541,0.2880167067050934
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,6,2.2049126625061035,0.28890538215637207
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,8,2.165205240249634,0.2922840118408203
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,12,2.2621963024139404,0.2897891700267792
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,16,2.146021604537964,0.2904548645019531
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,24,2.21388578414917,0.2884773015975952
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,pure,0.8,32,2.1828808784484863,0.2895662486553192
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,2,2.27230167388916,0.2891126275062561
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,4,2.286712408065796,0.2880917191505432
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,6,2.2439332008361816,0.2899610996246338
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,8,2.1970629692077637,0.29268932342529297
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,12,2.2341651916503906,0.2891683578491211
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,16,2.140871286392212,0.29013845324516296
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,24,2.212343215942383,0.28887179493904114
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.0,32,2.216993808746338,0.2908742427825928
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,2,2.2716236114501953,0.2891208827495575
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,4,2.2861831188201904,0.28807929158210754
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,6,2.242856025695801,0.28997185826301575
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,8,2.196014404296875,0.2927122712135315
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,12,2.2326011657714844,0.2891506552696228
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,16,2.139728307723999,0.2901732921600342
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,24,2.2109179496765137,0.28889960050582886
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.05,32,2.216240882873535,0.29091548919677734
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,2,2.2723593711853027,0.28915977478027344
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,4,2.285984992980957,0.2881825268268585
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,6,2.24247670173645,0.2899533212184906
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,8,2.196179151535034,0.2926486134529114
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,12,2.2339212894439697,0.2891681492328644
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,16,2.139194965362549,0.29013705253601074
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,24,2.2105650901794434,0.2888398766517639
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.1,32,2.2147769927978516,0.29081833362579346
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,2,2.2694082260131836,0.28924858570098877
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,4,2.2830991744995117,0.28818801045417786
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,6,2.2380566596984863,0.2901277244091034
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,8,2.190929889678955,0.2927565574645996
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,12,2.2331411838531494,0.2892627418041229
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,16,2.135653257369995,0.2902764678001404
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,24,2.210608720779419,0.2887786030769348
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.2,32,2.2147419452667236,0.29086029529571533
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,2,2.27301025390625,0.28973257541656494
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,4,2.284200668334961,0.2886113226413727
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,6,2.2409253120422363,0.29027995467185974
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,8,2.1965904235839844,0.2927892804145813
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,12,2.2297253608703613,0.28933191299438477
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,16,2.1303837299346924,0.2906370162963867
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,24,2.2037336826324463,0.28923213481903076
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.4,32,2.2156739234924316,0.2914031744003296
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,2,2.2739100456237793,0.2905658483505249
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,4,2.2824363708496094,0.28941887617111206
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,6,2.250403881072998,0.29060742259025574
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,8,2.194340705871582,0.29330748319625854
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,12,2.2368736267089844,0.29024288058280945
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,16,2.1284782886505127,0.2915821373462677
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,24,2.1986899375915527,0.2898108959197998
kinetics_mini,train/archery/-5NN5hdIwTc_000036_000046,corrected,0.8,32,2.218637228012085,0.2917170226573944
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,2,2.3324527740478516,0.39437371492385864
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,4,2.319401979446411,0.3906019628047943
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,6,2.2770984172821045,0.39125388860702515
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,8,2.2875592708587646,0.3900538682937622
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,12,2.2827835083007812,0.3949339687824249
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,16,2.179048538208008,0.39136138558387756
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,24,2.0616447925567627,0.3942191004753113
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.0,32,2.0710153579711914,0.38866573572158813
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,2,2.3324365615844727,0.3943443298339844
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,4,2.3194589614868164,0.39058855175971985
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,6,2.2769436836242676,0.3912440836429596
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,8,2.2874162197113037,0.3900395333766937
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,12,2.2826602458953857,0.39492473006248474
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,16,2.178835153579712,0.39134877920150757
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,24,2.0615291595458984,0.394210547208786
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.05,32,2.07092547416687,0.38864970207214355
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,2,2.3332571983337402,0.394349604845047
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,4,2.319650650024414,0.3906136751174927
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,6,2.277383327484131,0.3912622332572937
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,8,2.2877566814422607,0.3900708556175232
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,12,2.282472610473633,0.3949330449104309
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,16,2.1793384552001953,0.3913833498954773
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,24,2.061816453933716,0.3942512273788452
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.1,32,2.0713753700256348,0.38869377970695496
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,2,2.331221103668213,0.39438730478286743
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,4,2.3191986083984375,0.39061108231544495
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,6,2.276561737060547,0.3912847936153412
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,8,2.287069320678711,0.3900745213031769
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,12,2.2816162109375,0.39493608474731445
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,16,2.178710699081421,0.39136627316474915
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,24,2.061525821685791,0.3942236602306366
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.2,32,2.0703208446502686,0.3887237310409546
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,2,2.329633951187134,0.39463886618614197
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,4,2.316925525665283,0.39056694507598877
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,6,2.274293899536133,0.391298770904541
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,8,2.2838590145111084,0.3901112675666809
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,12,2.2791833877563477,0.39516356587409973
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,16,2.174621820449829,0.3914214074611664
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,24,2.057558298110962,0.3942672908306122
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.4,32,2.0665576457977295,0.388764888048172
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,2,2.324997901916504,0.3950205147266388
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,4,2.316141128540039,0.3907179832458496
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,6,2.278134346008301,0.3916357159614563
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,8,2.287194013595581,0.39032748341560364
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,12,2.2769367694854736,0.3954569101333618
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,16,2.1775732040405273,0.39173829555511475
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,24,2.058515787124634,0.39432984590530396
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,pure,0.8,32,2.0708510875701904,0.38922885060310364
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,2,2.428807020187378,0.38426047563552856
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,4,2.419524669647217,0.38218992948532104
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,6,2.384887218475342,0.3856748938560486
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,8,2.3463802337646484,0.385369211435318
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,12,2.349179267883301,0.38490933179855347
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,16,2.269407272338867,0.3836221992969513
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,24,2.1475677490234375,0.3847501277923584
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.0,32,2.1269216537475586,0.3832486867904663
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,2,2.4259791374206543,0.38446706533432007
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,4,2.4174304008483887,0.3823479413986206
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,6,2.383204460144043,0.38577741384506226
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,8,2.3449816703796387,0.3855142295360565
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,12,2.347769021987915,0.38506370782852173
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,16,2.267704725265503,0.38376280665397644
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,24,2.146963596343994,0.38483795523643494
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.05,32,2.126194477081299,0.38329967856407166
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,2,2.4327330589294434,0.3841576874256134
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,4,2.4223058223724365,0.38202470541000366
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,6,2.387808084487915,0.3854829967021942
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,8,2.350393533706665,0.38517969846725464
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,12,2.353675127029419,0.38482236862182617
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,16,2.2741339206695557,0.38348388671875
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,24,2.150325298309326,0.38463136553764343
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.1,32,2.12669038772583,0.3831782937049866
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,2,2.4215686321258545,0.3840559720993042
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,4,2.411407470703125,0.3820779025554657
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,6,2.3790454864501953,0.38564562797546387
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,8,2.3397581577301025,0.38539373874664307
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,12,2.343179702758789,0.3845542073249817
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,16,2.2601850032806396,0.38364744186401367
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,24,2.148793935775757,0.3843699097633362
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.2,32,2.1278457641601562,0.3830086588859558
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,2,2.4239072799682617,0.3846868872642517
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,4,2.4126839637756348,0.38225769996643066
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,6,2.3824095726013184,0.38563641905784607
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,8,2.346054792404175,0.3850801885128021
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,12,2.352506637573242,0.3846284747123718
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,16,2.2675487995147705,0.3837240934371948
kinetics_mini,train/archery/-GcVBfs4zw8_000007_000017,corrected,0.4,24,2.1445419788360596,0.3839936852455139
