dataset,clip_id,mode,epsilon,j,entropy,pixel_error
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.1,32,2.1336512565612793,0.126543790102005
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,2,2.3385567665100098,0.13065606355667114
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,4,2.2684507369995117,0.131033256649971
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,6,2.2653815746307373,0.13212507963180542
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,8,2.240461587905884,0.13290707767009735
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,12,2.255427360534668,0.12879395484924316
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,16,2.156984329223633,0.13218285143375397
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,24,2.131566286087036,0.12717264890670776
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.2,32,2.132676124572754,0.12662184238433838
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,2,2.3353493213653564,0.13088612258434296
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,4,2.2642982006073,0.13103677332401276
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,6,2.262878894805908,0.13213060796260834
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,8,2.2373716831207275,0.13289009034633636
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,12,2.2550718784332275,0.12900680303573608
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,16,2.154040813446045,0.13221286237239838
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,24,2.1305253505706787,0.12721005082130432
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.4,32,2.1312637329101562,0.12660953402519226
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,2,2.3313567638397217,0.13090217113494873
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,4,2.2646937370300293,0.13127917051315308
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,6,2.2649099826812744,0.13217328488826752
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,8,2.236870050430298,0.13289327919483185
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,12,2.2506725788116455,0.12894123792648315
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,16,2.1521053314208984,0.13231579959392548
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,24,2.1315579414367676,0.12715891003608704
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,pure,0.8,32,2.1345925331115723,0.12673638761043549
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,2,2.293292760848999,0.13072070479393005
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,4,2.2533323764801025,0.1292319893836975
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,6,2.277683973312378,0.13057802617549896
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,8,2.2398886680603027,0.13167589902877808
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,12,2.2589833736419678,0.12961582839488983
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,16,2.151784658432007,0.13189835846424103
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,24,2.1440653800964355,0.12875130772590637
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.0,32,2.1505444049835205,0.12783357501029968
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,2,2.2931344509124756,0.1307307332754135
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,4,2.253131151199341,0.12924286723136902
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,6,2.277766704559326,0.13058613240718842
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,8,2.239922523498535,0.13169297575950623
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,12,2.2588634490966797,0.12960697710514069
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,16,2.1510372161865234,0.13189305365085602
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,24,2.1441597938537598,0.12874770164489746
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.05,32,2.150151252746582,0.1278364658355713
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,2,2.2924766540527344,0.1308082640171051
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,4,2.252145767211914,0.12928076088428497
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,6,2.275219202041626,0.13052646815776825
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,8,2.2384262084960938,0.13159076869487762
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,12,2.2582783699035645,0.12965048849582672
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,16,2.149265766143799,0.1318812072277069
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,24,2.1422958374023438,0.12872745096683502
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.1,32,2.1494083404541016,0.12771406769752502
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,2,2.289584159851074,0.13101129233837128
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,4,2.248809576034546,0.1294548213481903
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,6,2.268847942352295,0.13068954646587372
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,8,2.232386827468872,0.13186101615428925
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,12,2.2516307830810547,0.12990091741085052
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,16,2.144749879837036,0.1320624202489853
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,24,2.1356887817382812,0.12884050607681274
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.2,32,2.1437573432922363,0.12791433930397034
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,2,2.30662202835083,0.1306338608264923
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,4,2.257622241973877,0.1295800358057022
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,6,2.2829394340515137,0.13107715547084808
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,8,2.2459182739257812,0.13193751871585846
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,12,2.275562047958374,0.1295267641544342
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,16,2.1601665019989014,0.13221503794193268
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,24,2.1500542163848877,0.12897957861423492
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.4,32,2.1597342491149902,0.12835079431533813
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,2,2.2769103050231934,0.13031886518001556
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,4,2.2446775436401367,0.12920162081718445
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,6,2.267029285430908,0.1307794600725174
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,8,2.2281742095947266,0.13184280693531036
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,12,2.2526702880859375,0.12951965630054474
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,16,2.1508049964904785,0.13201388716697693
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,24,2.149174928665161,0.12896278500556946
kinetics_mini,train/archery/-RZ9mL8wnJc_000025_000035,corrected,0.8,32,2.1521668434143066,0.12819847464561462
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,2,2.5346226692199707,0.28565600514411926
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,4,2.490447998046875,0.2845901846885681
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,6,2.449392795562744,0.28602686524391174
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,8,2.429943561553955,0.2880971133708954
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,12,2.495021104812622,0.2841718792915344
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,16,2.437562942504883,0.2866249680519104
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,24,2.521449565887451,0.28580501675605774
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.0,32,2.4861536026000977,0.2873499393463135
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,2,2.534757137298584,0.28564032912254333
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,4,2.4906845092773438,0.28458207845687866
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,6,2.4495863914489746,0.2860201597213745
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,8,2.4303314685821533,0.2880909740924835
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,12,2.4950637817382812,0.2841716706752777
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,16,2.4377219676971436,0.2866165041923523
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,24,2.5214643478393555,0.2858043909072876
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.05,32,2.486236095428467,0.2873481214046478
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,2,2.5354321002960205,0.2856561839580536
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,4,2.4907002449035645,0.2846223711967468
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,6,2.4496002197265625,0.2860378623008728
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,8,2.430255174636841,0.2881191074848175
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,12,2.4954633712768555,0.2841776907444
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,16,2.43827486038208,0.2866315543651581
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,24,2.521760940551758,0.2858087122440338
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.1,32,2.486349582672119,0.287358820438385
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,2,2.5343079566955566,0.28589683771133423
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,4,2.4889650344848633,0.28473100066185
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,6,2.4484152793884277,0.28612756729125977
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,8,2.4281792640686035,0.28822872042655945
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,12,2.4940969944000244,0.2843584716320038
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,16,2.4356231689453125,0.28674206137657166
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,24,2.520864248275757,0.2858629524707794
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.2,32,2.4854021072387695,0.28741252422332764
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,2,2.5311331748962402,0.2861108183860779
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,4,2.4872548580169678,0.2844685912132263
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,6,2.4475080966949463,0.28583183884620667
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,8,2.427835702896118,0.28794369101524353
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,12,2.49001145362854,0.2846205234527588
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,16,2.43288254737854,0.28644219040870667
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,24,2.5166149139404297,0.28569188714027405
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.4,32,2.4824836254119873,0.28724977374076843
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,2,2.5298938751220703,0.2855525016784668
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,4,2.4810638427734375,0.2842406630516052
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,6,2.445923328399658,0.2852537930011749
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,8,2.424767017364502,0.28743231296539307
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,12,2.489020347595215,0.28416842222213745
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,16,2.428690195083618,0.28607499599456787
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,24,2.5143887996673584,0.2855341136455536
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,pure,0.8,32,2.483633279800415,0.2869298756122589
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,2,2.491380214691162,0.28961843252182007
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,4,2.4641647338867188,0.2864009141921997
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,6,2.5012941360473633,0.2874235212802887
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,8,2.4769768714904785,0.29013118147850037
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,12,2.4306588172912598,0.289018452167511
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,16,2.358879804611206,0.2896256446838379
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,24,2.4509098529815674,0.2893873155117035
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.0,32,2.4753551483154297,0.28992441296577454
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,2,2.491396427154541,0.2896183729171753
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,4,2.463183641433716,0.2863882780075073
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,6,2.5019259452819824,0.287464439868927
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,8,2.4777417182922363,0.2901555299758911
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,12,2.4307758808135986,0.2890617847442627
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,16,2.3584301471710205,0.2896580994129181
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,24,2.4524102210998535,0.28940534591674805
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.05,32,2.477513551712036,0.2899167239665985
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,2,2.4912667274475098,0.2893807888031006
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,4,2.464390277862549,0.2862306535243988
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,6,2.5014476776123047,0.28727105259895325
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,8,2.477898359298706,0.2900432050228119
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,12,2.432347297668457,0.28880029916763306
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,16,2.36087703704834,0.28937864303588867
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,24,2.4565980434417725,0.2891412377357483
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.1,32,2.481551170349121,0.289728045463562
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,2,2.4936037063598633,0.28989046812057495
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,4,2.4659554958343506,0.2867753207683563
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,6,2.5066580772399902,0.2875191271305084
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,8,2.4812755584716797,0.2903522551059723
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,12,2.437713861465454,0.28936833143234253
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,16,2.36934757232666,0.2898883819580078
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,24,2.4652371406555176,0.2896014153957367
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.2,32,2.4933948516845703,0.2899741530418396
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,2,2.5082287788391113,0.2885955572128296
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,4,2.4891016483306885,0.2859407365322113
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,6,2.5187604427337646,0.28730884194374084
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,8,2.491178512573242,0.2900887131690979
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,12,2.4479293823242188,0.28848329186439514
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,16,2.3825621604919434,0.2894214987754822
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,24,2.46212100982666,0.28890159726142883
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.4,32,2.494798421859741,0.28930768370628357
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,2,2.5056865215301514,0.2902243435382843
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,4,2.4831531047821045,0.2878987491130829
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,6,2.5142791271209717,0.28937631845474243
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,8,2.4900903701782227,0.2915629744529724
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,12,2.4420154094696045,0.28963208198547363
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,16,2.3647687435150146,0.29161980748176575
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,24,2.4673547744750977,0.2898312509059906
kinetics_mini,train/archery/-SqXDd4XIJM_000032_000042,corrected,0.8,32,2.510852336883545,0.2902206480503082
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,2,2.2183737754821777,0.27951863408088684
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,4,2.1790013313293457,0.28015631437301636
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,6,2.115910291671753,0.28043538331985474
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,8,2.071225166320801,0.28129711747169495
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,12,2.1119508743286133,0.2815617620944977
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,16,1.9566352367401123,0.2824634313583374
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,24,1.8306961059570312,0.2804702818393707
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.0,32,1.7628648281097412,0.2804727554321289
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,2,2.218940258026123,0.2795148193836212
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,4,2.179563522338867,0.2801517844200134
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,6,2.116090774536133,0.2804182767868042
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,8,2.071408987045288,0.2812836766242981
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,12,2.1123197078704834,0.28157612681388855
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,16,1.9567933082580566,0.2824515998363495
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,24,1.830793857574463,0.28046542406082153
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.05,32,1.762850046157837,0.2804606258869171
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,2,2.21860933303833,0.2795570492744446
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,4,2.1797847747802734,0.2801933288574219
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,6,2.11637806892395,0.280490517616272
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,8,2.0716640949249268,0.28135401010513306
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,12,2.112396240234375,0.2816033959388733
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,16,1.9573894739151,0.2824959456920624
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,24,1.8313875198364258,0.28050997853279114
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.1,32,1.7634674310684204,0.2805251181125641
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,2,2.218933582305908,0.2794017791748047
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,4,2.1790504455566406,0.28012773394584656
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,6,2.1161279678344727,0.2804289758205414
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,8,2.071244716644287,0.28127583861351013
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,12,2.1115503311157227,0.2814497947692871
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,16,1.9562935829162598,0.28245246410369873
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,24,1.8307867050170898,0.28048059344291687
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.2,32,1.7628587484359741,0.2804829776287079
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,2,2.219248056411743,0.27959582209587097
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,4,2.1798839569091797,0.28020304441452026
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,6,2.115605592727661,0.2806042432785034
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,8,2.069418430328369,0.2814926207065582
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,12,2.1099929809570312,0.28171196579933167
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,16,1.9539930820465088,0.2826234996318817
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,24,1.829066514968872,0.28064438700675964
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.4,32,1.7611812353134155,0.280592143535614
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,2,2.211972951889038,0.2795279324054718
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,4,2.1689906120300293,0.28049731254577637
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,6,2.111900806427002,0.28093743324279785
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,8,2.0651257038116455,0.28188055753707886
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,12,2.1038570404052734,0.2817450761795044
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,16,1.9482159614562988,0.2828594446182251
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,24,1.825346827507019,0.28081268072128296
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,pure,0.8,32,1.7613279819488525,0.28080931305885315
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,2,2.2118473052978516,0.2613218128681183
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,4,2.2152929306030273,0.262723833322525
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,6,2.173346519470215,0.2654719054698944
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,8,2.1330654621124268,0.2651291787624359
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,12,2.119603157043457,0.26154786348342896
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,16,2.0197315216064453,0.2651965618133545
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,24,1.8992207050323486,0.2660827338695526
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.0,32,1.8484218120574951,0.26675301790237427
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,2,2.212810754776001,0.26144370436668396
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,4,2.2160849571228027,0.2627772092819214
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,6,2.1735379695892334,0.2654455900192261
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,8,2.133152723312378,0.2651171386241913
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,12,2.120288133621216,0.2616223394870758
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,16,2.0203697681427,0.26522019505500793
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,24,1.8993597030639648,0.2660675048828125
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.05,32,1.8498867750167847,0.2667537033557892
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,2,2.209872245788574,0.2618173360824585
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,4,2.213263988494873,0.26314792037010193
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,6,2.1718759536743164,0.2658994793891907
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,8,2.1312673091888428,0.2655681371688843
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,12,2.116138219833374,0.2620703876018524
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,16,2.016040802001953,0.26570501923561096
kinetics_mini,train/archery/-U1ym96B9l4_000010_000020,corrected,0.1,24,1.8996317386627197,0.2664529085159302
