dataset,clip_id,t,k,latent_l2_drift,cosine_distance,normalized_l2,ensemble_variance,effective_rank,mahalanobis,ebid_entropy,pixel_error
kinetics_mini,val/archery/3and4vWkW4s_000011_000021,8,32,4.671070098876953,0.03761887550354004,0.65279221534729,1.2898923387183459e-06,2.9211812019348145,23578.03125,1.0719881057739258,0.29431983828544617
kinetics_mini,val/archery/3hoSk280ndk_000025_000035,8,2,2.9496078491210938,0.007677197456359863,0.19959618151187897,3.894829933415167e-05,4.332830905914307,22995.673828125,1.4662210941314697,0.2747194468975067
kinetics_mini,val/archery/3hoSk280ndk_000025_000035,8,4,3.644307851791382,0.009449422359466553,0.24700085818767548,1.18341695269919e-05,3.0535545349121094,11971.9716796875,1.1163063049316406,0.2747868597507477
kinetics_mini,val/archery/3hoSk280ndk_000025_000035,8,8,4.162209510803223,0.011651277542114258,0.282198429107666,6.0761299209843855e-06,3.5264668464660645,316.5556945800781,1.2602964639663696,0.27365854382514954
kinetics_mini,val/archery/3hoSk280ndk_000025_000035,8,16,4.692251205444336,0.014768362045288086,0.31947845220565796,2.9986149456817657e-06,3.0685343742370605,12071.7431640625,1.1212000846862793,0.2727532386779785
kinetics_mini,val/archery/3hoSk280ndk_000025_000035,8,32,5.225218296051025,0.018735826015472412,0.35729488730430603,4.046513367939042e-06,1.772038221359253,20888.62890625,0.5721304416656494,0.272224098443985
kinetics_mini,val/archery/4hxnP0stMN0_000003_000013,8,2,3.2584502696990967,0.018356680870056152,0.1913570612668991,5.040891483076848e-05,4.265317440032959,5035.6923828125,1.4505165815353394,0.25117573142051697
kinetics_mini,val/archery/4hxnP0stMN0_000003_000013,8,4,4.562958240509033,0.03598564863204956,0.26806896924972534,1.2553213309729472e-05,3.003588914871216,11251.908203125,1.099807858467102,0.2582927644252777
kinetics_mini,val/archery/4hxnP0stMN0_000003_000013,8,8,4.248027324676514,0.03573817014694214,0.266126811504364,7.709065357630607e-06,2.4791066646575928,5879.642578125,0.9078983068466187,0.27140185236930847
kinetics_mini,val/archery/4hxnP0stMN0_000003_000013,8,16,9.222139358520508,0.18321263790130615,1.2802448272705078,5.370115104597062e-06,2.3272416591644287,2857.530029296875,0.8446837663650513,0.29834648966789246
kinetics_mini,val/archery/4hxnP0stMN0_000003_000013,8,32,3.5989530086517334,0.037143170833587646,0.2762087881565094,1.6482930504935212e-06,2.750626564025879,7462.45703125,1.0118287801742554,0.30256736278533936
kinetics_mini,val/archery/4wXnaqEDh3c_000014_000024,8,2,2.468137264251709,0.006535351276397705,0.137836754322052,5.332886939868331e-05,4.106999397277832,7615.28271484375,1.412692666053772,0.2592719793319702
kinetics_mini,val/archery/4wXnaqEDh3c_000014_000024,8,4,2.6072583198547363,0.006818115711212158,0.14560046792030334,2.2017447918187827e-05,2.811389684677124,153.93310546875,1.0336788892745972,0.26122286915779114
kinetics_mini,val/archery/4wXnaqEDh3c_000014_000024,8,8,2.6843574047088623,0.007219254970550537,0.14954452216625214,1.2111117939639371e-05,2.3925254344940186,23499.716796875,0.8723495006561279,0.2633877396583557
kinetics_mini,val/archery/4wXnaqEDh3c_000014_000024,8,16,2.791421413421631,0.007818222045898438,0.1553337574005127,7.0323035288311075e-06,2.122012138366699,26445.10546875,0.7523647546768188,0.26741376519203186
kinetics_mini,val/archery/4wXnaqEDh3c_000014_000024,8,32,2.9265146255493164,0.008628308773040771,0.16273917257785797,2.8629372081923066e-06,1.979153037071228,30561.9453125,0.6826689839363098,0.26954153180122375
kinetics_mini,val/bowling/--dVV4_CSvw_000033_000043,8,2,2.5781562328338623,0.014007925987243652,0.2305595874786377,2.918742575275246e-05,4.356025218963623,4129.70068359375,1.471560001373291,0.30283915996551514
kinetics_mini,val/bowling/--dVV4_CSvw_000033_000043,8,4,3.018547773361206,0.020239055156707764,0.27513623237609863,8.323720976477489e-06,3.1383516788482666,11953.03515625,1.143697738647461,0.3071478307247162
kinetics_mini,val/bowling/--dVV4_CSvw_000033_000043,8,8,3.712125301361084,0.044054627418518066,0.3158825933933258,5.228775989962742e-06,3.953766107559204,12783.4013671875,1.3746685981750488,0.31166890263557434
kinetics_mini,val/bowling/--dVV4_CSvw_000033_000043,8,16,3.738598585128784,0.04527878761291504,0.33950045704841614,2.9488373911590315e-06,3.14449143409729,80479.953125,1.145652174949646,0.3161490559577942
kinetics_mini,val/bowling/--dVV4_CSvw_000033_000043,8,32,3.7419679164886475,0.040742695331573486,0.3755098581314087,5.88946022617165e-06,1.592187762260437,16953.4609375,0.4651090204715729,0.3220621943473816
kinetics_mini,val/bowling/-WH-lxmGJVY_000005_000015,8,2,2.3783118724823,0.0057877302169799805,0.13459157943725586,6.323414709186181e-05,4.12778902053833,18378.03515625,1.4177418947219849,0.3238926827907562
kinetics_mini,val/bowling/-WH-lxmGJVY_000005_000015,8,4,2.570343017578125,0.006201028823852539,0.1454889476299286,6.972876235522563e-06,4.222168922424316,8690.6728515625,1.4403489828109741,0.3253277540206909
kinetics_mini,val/bowling/-WH-lxmGJVY_000005_000015,8,8,2.6837317943573,0.006685078144073486,0.15167003870010376,8.89620332600316e-06,2.620899200439453,11938.8623046875,0.963517427444458,0.32575926184654236
kinetics_mini,val/bowling/-WH-lxmGJVY_000005_000015,8,16,2.803461790084839,0.0073130130767822266,0.1581903100013733,3.2789157557999715e-06,3.133352518081665,19869.021484375,1.1421035528182983,0.32643479108810425
kinetics_mini,val/bowling/-WH-lxmGJVY_000005_000015,8,32,3.2364678382873535,0.009167194366455078,0.18565373122692108,3.119949496976915e-06,1.9228861331939697,30871.61328125,0.6538272500038147,0.3430343270301819
